,Unnamed: 0,Teams,SeasonStart,Assoc
0,division_1,Eastern Division,1968,ABA
1,division_1,Pittsburgh Pipers,1968,ABA
2,division_1,Minnesota Muskies,1968,ABA
3,division_1,Indiana Pacers,1968,ABA
4,division_1,Kentucky Colonels,1968,ABA
5,division_1,New Jersey Americans,1968,ABA
6,division_2,Western Division,1968,ABA
7,division_2,New Orleans Buccaneers,1968,ABA
8,division_2,Dallas Chaparrals,1968,ABA
9,division_2,Denver Rockets,1968,ABA
10,division_2,Houston Mavericks,1968,ABA
11,division_2,Anaheim Amigos,1968,ABA
12,division_2,Oakland Oaks,1968,ABA
13,division_1,Eastern Division,1969,ABA
14,division_1,Indiana Pacers,1969,ABA
15,division_1,Miami Floridians,1969,ABA
16,division_1,Kentucky Colonels,1969,ABA
17,division_1,Minnesota Pipers,1969,ABA
18,division_1,New York Nets,1969,ABA
19,division_2,Western Division,1969,ABA
20,division_2,Oakland Oaks,1969,ABA
21,division_2,New Orleans Buccaneers,1969,ABA
22,division_2,Denver Rockets,1969,ABA
23,division_2,Dallas Chaparrals,1969,ABA
24,division_2,Los Angeles Stars,1969,ABA
25,division_2,Houston Mavericks,1969,ABA
26,division_1,Eastern Division,1970,ABA
27,division_1,Indiana Pacers,1970,ABA
28,division_1,Kentucky Colonels,1970,ABA
29,division_1,Carolina Cougars,1970,ABA
30,division_1,New York Nets,1970,ABA
31,division_1,Pittsburgh Pipers,1970,ABA
32,division_1,Miami Floridians,1970,ABA
33,division_2,Western Division,1970,ABA
34,division_2,Denver Rockets,1970,ABA
35,division_2,Dallas Chaparrals,1970,ABA
36,division_2,Washington Capitols,1970,ABA
37,division_2,Los Angeles Stars,1970,ABA
38,division_2,New Orleans Buccaneers,1970,ABA
39,division_1,Eastern Division,1971,ABA
40,division_1,Virginia Squires,1971,ABA
41,division_1,Kentucky Colonels,1971,ABA
42,division_1,New York Nets,1971,ABA
43,division_1,The Floridians,1971,ABA
44,division_1,Pittsburgh Condors,1971,ABA
45,division_1,Carolina Cougars,1971,ABA
46,division_2,Western Division,1971,ABA
47,division_2,Indiana Pacers,1971,ABA
48,division_2,Utah Stars,1971,ABA
49,division_2,Memphis Pros,1971,ABA
50,division_2,Texas Chaparrals,1971,ABA
51,division_2,Denver Rockets,1971,ABA
52,division_1,Eastern Division,1972,ABA
53,division_1,Kentucky Colonels,1972,ABA
54,division_1,Virginia Squires,1972,ABA
55,division_1,New York Nets,1972,ABA
56,division_1,The Floridians,1972,ABA
57,division_1,Carolina Cougars,1972,ABA
58,division_1,Pittsburgh Condors,1972,ABA
59,division_2,Western Division,1972,ABA
60,division_2,Utah Stars,1972,ABA
61,division_2,Indiana Pacers,1972,ABA
62,division_2,Dallas Chaparrals,1972,ABA
63,division_2,Denver Rockets,1972,ABA
64,division_2,Memphis Pros,1972,ABA
65,division_1,Eastern Division,1973,ABA
66,division_1,Carolina Cougars,1973,ABA
67,division_1,Kentucky Colonels,1973,ABA
68,division_1,Virginia Squires,1973,ABA
69,division_1,New York Nets,1973,ABA
70,division_1,Memphis Tams,1973,ABA
71,division_2,Western Division,1973,ABA
72,division_2,Utah Stars,1973,ABA
73,division_2,Indiana Pacers,1973,ABA
74,division_2,Denver Rockets,1973,ABA
75,division_2,San Diego Conquistadors,1973,ABA
76,division_2,Dallas Chaparrals,1973,ABA
77,division_1,Eastern Division,1974,ABA
78,division_1,New York Nets,1974,ABA
79,division_1,Kentucky Colonels,1974,ABA
80,division_1,Carolina Cougars,1974,ABA
81,division_1,Virginia Squires,1974,ABA
82,division_1,Memphis Tams,1974,ABA
83,division_2,Western Division,1974,ABA
84,division_2,Utah Stars,1974,ABA
85,division_2,Indiana Pacers,1974,ABA
86,division_2,San Antonio Spurs,1974,ABA
87,division_2,San Diego Conquistadors,1974,ABA
88,division_2,Denver Rockets,1974,ABA
89,division_1,Eastern Division,1975,ABA
90,division_1,Kentucky Colonels,1975,ABA
91,division_1,New York Nets,1975,ABA
92,division_1,Spirits of St. Louis,1975,ABA
93,division_1,Memphis Sounds,1975,ABA
94,division_1,Virginia Squires,1975,ABA
95,division_2,Western Division,1975,ABA
96,division_2,Denver Nuggets,1975,ABA
97,division_2,San Antonio Spurs,1975,ABA
98,division_2,Indiana Pacers,1975,ABA
99,division_2,Utah Stars,1975,ABA
100,division_2,San Diego Conquistadors,1975,ABA
101,division_1,Eastern Division,1947,BAA
102,division_1,Washington Capitols,1947,BAA
103,division_1,Philadelphia Warriors,1947,BAA
104,division_1,New York Knicks,1947,BAA
105,division_1,Providence Steamrollers,1947,BAA
106,division_1,Boston Celtics,1947,BAA
107,division_1,Toronto Huskies,1947,BAA
108,division_2,Western Division,1947,BAA
109,division_2,Chicago Stags,1947,BAA
110,division_2,St. Louis Bombers,1947,BAA
111,division_2,Cleveland Rebels,1947,BAA
112,division_2,Detroit Falcons,1947,BAA
113,division_2,Pittsburgh Ironmen,1947,BAA
114,division_1,Eastern Division,1948,BAA
115,division_1,Philadelphia Warriors,1948,BAA
116,division_1,New York Knicks,1948,BAA
117,division_1,Boston Celtics,1948,BAA
118,division_1,Providence Steamrollers,1948,BAA
119,division_2,Western Division,1948,BAA
120,division_2,St. Louis Bombers,1948,BAA
121,division_2,Baltimore Bullets,1948,BAA
122,division_2,Chicago Stags,1948,BAA
123,division_2,Washington Capitols,1948,BAA
124,division_1,Eastern Division,1949,BAA
125,division_1,Washington Capitols,1949,BAA
126,division_1,New York Knicks,1949,BAA
127,division_1,Baltimore Bullets,1949,BAA
128,division_1,Philadelphia Warriors,1949,BAA
129,division_1,Boston Celtics,1949,BAA
130,division_1,Providence Steamrollers,1949,BAA
131,division_2,Western Division,1949,BAA
132,division_2,Rochester Royals,1949,BAA
133,division_2,Minneapolis Lakers,1949,BAA
134,division_2,Chicago Stags,1949,BAA
135,division_2,St. Louis Bombers,1949,BAA
136,division_2,Fort Wayne Pistons,1949,BAA
137,division_2,Indianapolis Jets,1949,BAA
138,division_1,Central Division,1950,NBA
139,division_1,Minneapolis Lakers,1950,NBA
140,division_1,Rochester Royals,1950,NBA
141,division_1,Fort Wayne Pistons,1950,NBA
142,division_1,Chicago Stags,1950,NBA
143,division_1,St. Louis Bombers,1950,NBA
144,division_2,Eastern Division,1950,NBA
145,division_2,Syracuse Nationals,1950,NBA
146,division_2,New York Knicks,1950,NBA
147,division_2,Washington Capitols,1950,NBA
148,division_2,Philadelphia Warriors,1950,NBA
149,division_2,Baltimore Bullets,1950,NBA
150,division_2,Boston Celtics,1950,NBA
151,division_3,Western Division,1950,NBA
152,division_3,Indianapolis Olympians,1950,NBA
153,division_3,Anderson Packers,1950,NBA
154,division_3,Tri-Cities Blackhawks,1950,NBA
155,division_3,Sheboygan Red Skins,1950,NBA
156,division_3,Waterloo Hawks,1950,NBA
157,division_3,Denver Nuggets,1950,NBA
158,division_1,Eastern Division,1951,NBA
159,division_1,Philadelphia Warriors,1951,NBA
160,division_1,Boston Celtics,1951,NBA
161,division_1,New York Knicks,1951,NBA
162,division_1,Syracuse Nationals,1951,NBA
163,division_1,Baltimore Bullets,1951,NBA
164,division_1,Washington Capitols,1951,NBA
165,division_2,Western Division,1951,NBA
166,division_2,Minneapolis Lakers,1951,NBA
167,division_2,Rochester Royals,1951,NBA
168,division_2,Fort Wayne Pistons,1951,NBA
169,division_2,Indianapolis Olympians,1951,NBA
170,division_2,Tri-Cities Blackhawks,1951,NBA
171,division_1,Eastern Division,1952,NBA
172,division_1,Syracuse Nationals,1952,NBA
173,division_1,Boston Celtics,1952,NBA
174,division_1,New York Knicks,1952,NBA
175,division_1,Philadelphia Warriors,1952,NBA
176,division_1,Baltimore Bullets,1952,NBA
177,division_2,Western Division,1952,NBA
178,division_2,Rochester Royals,1952,NBA
179,division_2,Minneapolis Lakers,1952,NBA
180,division_2,Indianapolis Olympians,1952,NBA
181,division_2,Fort Wayne Pistons,1952,NBA
182,division_2,Milwaukee Hawks,1952,NBA
183,division_1,Eastern Division,1953,NBA
184,division_1,New York Knicks,1953,NBA
185,division_1,Syracuse Nationals,1953,NBA
186,division_1,Boston Celtics,1953,NBA
187,division_1,Baltimore Bullets,1953,NBA
188,division_1,Philadelphia Warriors,1953,NBA
189,division_2,Western Division,1953,NBA
190,division_2,Minneapolis Lakers,1953,NBA
191,division_2,Rochester Royals,1953,NBA
192,division_2,Fort Wayne Pistons,1953,NBA
193,division_2,Indianapolis Olympians,1953,NBA
194,division_2,Milwaukee Hawks,1953,NBA
195,division_1,Eastern Division,1954,NBA
196,division_1,New York Knicks,1954,NBA
197,division_1,Syracuse Nationals,1954,NBA
198,division_1,Boston Celtics,1954,NBA
199,division_1,Philadelphia Warriors,1954,NBA
200,division_1,Baltimore Bullets,1954,NBA
201,division_2,Western Division,1954,NBA
202,division_2,Minneapolis Lakers,1954,NBA
203,division_2,Rochester Royals,1954,NBA
204,division_2,Fort Wayne Pistons,1954,NBA
205,division_2,Milwaukee Hawks,1954,NBA
206,division_1,Eastern Division,1955,NBA
207,division_1,Syracuse Nationals,1955,NBA
208,division_1,New York Knicks,1955,NBA
209,division_1,Boston Celtics,1955,NBA
210,division_1,Philadelphia Warriors,1955,NBA
211,division_1,Baltimore Bullets,1955,NBA
212,division_2,Western Division,1955,NBA
213,division_2,Fort Wayne Pistons,1955,NBA
214,division_2,Minneapolis Lakers,1955,NBA
215,division_2,Rochester Royals,1955,NBA
216,division_2,Milwaukee Hawks,1955,NBA
217,division_1,Eastern Division,1956,NBA
218,division_1,Philadelphia Warriors,1956,NBA
219,division_1,Boston Celtics,1956,NBA
220,division_1,Syracuse Nationals,1956,NBA
221,division_1,New York Knicks,1956,NBA
222,division_2,Western Division,1956,NBA
223,division_2,Fort Wayne Pistons,1956,NBA
224,division_2,Minneapolis Lakers,1956,NBA
225,division_2,St. Louis Hawks,1956,NBA
226,division_2,Rochester Royals,1956,NBA
227,division_1,Eastern Division,1957,NBA
228,division_1,Boston Celtics,1957,NBA
229,division_1,Syracuse Nationals,1957,NBA
230,division_1,Philadelphia Warriors,1957,NBA
231,division_1,New York Knicks,1957,NBA
232,division_2,Western Division,1957,NBA
233,division_2,St. Louis Hawks,1957,NBA
234,division_2,Minneapolis Lakers,1957,NBA
235,division_2,Fort Wayne Pistons,1957,NBA
236,division_2,Rochester Royals,1957,NBA
237,division_1,Eastern Division,1958,NBA
238,division_1,Boston Celtics,1958,NBA
239,division_1,Syracuse Nationals,1958,NBA
240,division_1,Philadelphia Warriors,1958,NBA
241,division_1,New York Knicks,1958,NBA
242,division_2,Western Division,1958,NBA
243,division_2,St. Louis Hawks,1958,NBA
244,division_2,Detroit Pistons,1958,NBA
245,division_2,Cincinnati Royals,1958,NBA
246,division_2,Minneapolis Lakers,1958,NBA
247,division_1,Eastern Division,1959,NBA
248,division_1,Boston Celtics,1959,NBA
249,division_1,New York Knicks,1959,NBA
250,division_1,Syracuse Nationals,1959,NBA
251,division_1,Philadelphia Warriors,1959,NBA
252,division_2,Western Division,1959,NBA
253,division_2,St. Louis Hawks,1959,NBA
254,division_2,Minneapolis Lakers,1959,NBA
255,division_2,Detroit Pistons,1959,NBA
256,division_2,Cincinnati Royals,1959,NBA
257,division_1,Eastern Division,1960,NBA
258,division_1,Boston Celtics,1960,NBA
259,division_1,Philadelphia Warriors,1960,NBA
260,division_1,Syracuse Nationals,1960,NBA
261,division_1,New York Knicks,1960,NBA
262,division_2,Western Division,1960,NBA
263,division_2,St. Louis Hawks,1960,NBA
264,division_2,Detroit Pistons,1960,NBA
265,division_2,Minneapolis Lakers,1960,NBA
266,division_2,Cincinnati Royals,1960,NBA
267,division_1,Eastern Division,1961,NBA
268,division_1,Boston Celtics,1961,NBA
269,division_1,Philadelphia Warriors,1961,NBA
270,division_1,Syracuse Nationals,1961,NBA
271,division_1,New York Knicks,1961,NBA
272,division_2,Western Division,1961,NBA
273,division_2,St. Louis Hawks,1961,NBA
274,division_2,Los Angeles Lakers,1961,NBA
275,division_2,Detroit Pistons,1961,NBA
276,division_2,Cincinnati Royals,1961,NBA
277,division_1,Eastern Division,1962,NBA
278,division_1,Boston Celtics,1962,NBA
279,division_1,Philadelphia Warriors,1962,NBA
280,division_1,Syracuse Nationals,1962,NBA
281,division_1,New York Knicks,1962,NBA
282,division_2,Western Division,1962,NBA
283,division_2,Los Angeles Lakers,1962,NBA
284,division_2,Cincinnati Royals,1962,NBA
285,division_2,Detroit Pistons,1962,NBA
286,division_2,St. Louis Hawks,1962,NBA
287,division_2,Chicago Packers,1962,NBA
288,division_1,Eastern Division,1963,NBA
289,division_1,Boston Celtics,1963,NBA
290,division_1,Syracuse Nationals,1963,NBA
291,division_1,Cincinnati Royals,1963,NBA
292,division_1,New York Knicks,1963,NBA
293,division_2,Western Division,1963,NBA
294,division_2,Los Angeles Lakers,1963,NBA
295,division_2,St. Louis Hawks,1963,NBA
296,division_2,Detroit Pistons,1963,NBA
297,division_2,San Francisco Warriors,1963,NBA
298,division_2,Chicago Zephyrs,1963,NBA
299,division_1,Eastern Division,1964,NBA
300,division_1,Boston Celtics,1964,NBA
301,division_1,Cincinnati Royals,1964,NBA
302,division_1,Philadelphia 76ers,1964,NBA
303,division_1,New York Knicks,1964,NBA
304,division_2,Western Division,1964,NBA
305,division_2,San Francisco Warriors,1964,NBA
306,division_2,St. Louis Hawks,1964,NBA
307,division_2,Los Angeles Lakers,1964,NBA
308,division_2,Baltimore Bullets,1964,NBA
309,division_2,Detroit Pistons,1964,NBA
310,division_1,Eastern Division,1965,NBA
311,division_1,Boston Celtics,1965,NBA
312,division_1,Cincinnati Royals,1965,NBA
313,division_1,Philadelphia 76ers,1965,NBA
314,division_1,New York Knicks,1965,NBA
315,division_2,Western Division,1965,NBA
316,division_2,Los Angeles Lakers,1965,NBA
317,division_2,St. Louis Hawks,1965,NBA
318,division_2,Baltimore Bullets,1965,NBA
319,division_2,Detroit Pistons,1965,NBA
320,division_2,San Francisco Warriors,1965,NBA
321,division_1,Eastern Division,1966,NBA
322,division_1,Philadelphia 76ers,1966,NBA
323,division_1,Boston Celtics,1966,NBA
324,division_1,Cincinnati Royals,1966,NBA
325,division_1,New York Knicks,1966,NBA
326,division_2,Western Division,1966,NBA
327,division_2,Los Angeles Lakers,1966,NBA
328,division_2,Baltimore Bullets,1966,NBA
329,division_2,St. Louis Hawks,1966,NBA
330,division_2,San Francisco Warriors,1966,NBA
331,division_2,Detroit Pistons,1966,NBA
332,division_1,Eastern Division,1967,NBA
333,division_1,Philadelphia 76ers,1967,NBA
334,division_1,Boston Celtics,1967,NBA
335,division_1,Cincinnati Royals,1967,NBA
336,division_1,New York Knicks,1967,NBA
337,division_1,Baltimore Bullets,1967,NBA
338,division_2,Western Division,1967,NBA
339,division_2,San Francisco Warriors,1967,NBA
340,division_2,St. Louis Hawks,1967,NBA
341,division_2,Los Angeles Lakers,1967,NBA
342,division_2,Chicago Bulls,1967,NBA
343,division_2,Detroit Pistons,1967,NBA
344,division_1,Eastern Division,1968,NBA
345,division_1,Philadelphia 76ers,1968,NBA
346,division_1,Boston Celtics,1968,NBA
347,division_1,New York Knicks,1968,NBA
348,division_1,Detroit Pistons,1968,NBA
349,division_1,Cincinnati Royals,1968,NBA
350,division_1,Baltimore Bullets,1968,NBA
351,division_2,Western Division,1968,NBA
352,division_2,St. Louis Hawks,1968,NBA
353,division_2,Los Angeles Lakers,1968,NBA
354,division_2,San Francisco Warriors,1968,NBA
355,division_2,Chicago Bulls,1968,NBA
356,division_2,Seattle SuperSonics,1968,NBA
357,division_2,San Diego Rockets,1968,NBA
358,division_1,Eastern Division,1969,NBA
359,division_1,Baltimore Bullets,1969,NBA
360,division_1,Philadelphia 76ers,1969,NBA
361,division_1,New York Knicks,1969,NBA
362,division_1,Boston Celtics,1969,NBA
363,division_1,Cincinnati Royals,1969,NBA
364,division_1,Detroit Pistons,1969,NBA
365,division_1,Milwaukee Bucks,1969,NBA
366,division_2,Western Division,1969,NBA
367,division_2,Los Angeles Lakers,1969,NBA
368,division_2,Atlanta Hawks,1969,NBA
369,division_2,San Francisco Warriors,1969,NBA
370,division_2,San Diego Rockets,1969,NBA
371,division_2,Chicago Bulls,1969,NBA
372,division_2,Seattle SuperSonics,1969,NBA
373,division_2,Phoenix Suns,1969,NBA
374,division_1,Eastern Division,1970,NBA
375,division_1,New York Knicks,1970,NBA
376,division_1,Milwaukee Bucks,1970,NBA
377,division_1,Baltimore Bullets,1970,NBA
378,division_1,Philadelphia 76ers,1970,NBA
379,division_1,Cincinnati Royals,1970,NBA
380,division_1,Boston Celtics,1970,NBA
381,division_1,Detroit Pistons,1970,NBA
382,division_2,Western Division,1970,NBA
383,division_2,Atlanta Hawks,1970,NBA
384,division_2,Los Angeles Lakers,1970,NBA
385,division_2,Chicago Bulls,1970,NBA
386,division_2,Phoenix Suns,1970,NBA
387,division_2,Seattle SuperSonics,1970,NBA
388,division_2,San Francisco Warriors,1970,NBA
389,division_2,San Diego Rockets,1970,NBA
390,division_1,Atlantic Division,1971,NBA
391,division_1,New York Knicks,1971,NBA
392,division_1,Philadelphia 76ers,1971,NBA
393,division_1,Boston Celtics,1971,NBA
394,division_1,Buffalo Braves,1971,NBA
395,division_2,Central Division,1971,NBA
396,division_2,Baltimore Bullets,1971,NBA
397,division_2,Atlanta Hawks,1971,NBA
398,division_2,Cincinnati Royals,1971,NBA
399,division_2,Cleveland Cavaliers,1971,NBA
400,division_3,Midwest Division,1971,NBA
401,division_3,Milwaukee Bucks,1971,NBA
402,division_3,Chicago Bulls,1971,NBA
403,division_3,Phoenix Suns,1971,NBA
404,division_3,Detroit Pistons,1971,NBA
405,division_4,Pacific Division,1971,NBA
406,division_4,Los Angeles Lakers,1971,NBA
407,division_4,San Francisco Warriors,1971,NBA
408,division_4,San Diego Rockets,1971,NBA
409,division_4,Seattle SuperSonics,1971,NBA
410,division_4,Portland Trail Blazers,1971,NBA
411,division_5,Atlantic Division,1971,NBA
412,division_5,New York Knicks,1971,NBA
413,division_5,Philadelphia 76ers,1971,NBA
414,division_5,Boston Celtics,1971,NBA
415,division_5,Buffalo Braves,1971,NBA
416,division_6,Central Division,1971,NBA
417,division_6,Baltimore Bullets,1971,NBA
418,division_6,Atlanta Hawks,1971,NBA
419,division_6,Cincinnati Royals,1971,NBA
420,division_6,Cleveland Cavaliers,1971,NBA
421,division_7,Midwest Division,1971,NBA
422,division_7,Milwaukee Bucks,1971,NBA
423,division_7,Chicago Bulls,1971,NBA
424,division_7,Phoenix Suns,1971,NBA
425,division_7,Detroit Pistons,1971,NBA
426,division_8,Pacific Division,1971,NBA
427,division_8,Los Angeles Lakers,1971,NBA
428,division_8,San Francisco Warriors,1971,NBA
429,division_8,San Diego Rockets,1971,NBA
430,division_8,Seattle SuperSonics,1971,NBA
431,division_8,Portland Trail Blazers,1971,NBA
432,division_1,Atlantic Division,1972,NBA
433,division_1,Boston Celtics,1972,NBA
434,division_1,New York Knicks,1972,NBA
435,division_1,Philadelphia 76ers,1972,NBA
436,division_1,Buffalo Braves,1972,NBA
437,division_2,Central Division,1972,NBA
438,division_2,Baltimore Bullets,1972,NBA
439,division_2,Atlanta Hawks,1972,NBA
440,division_2,Cincinnati Royals,1972,NBA
441,division_2,Cleveland Cavaliers,1972,NBA
442,division_3,Midwest Division,1972,NBA
443,division_3,Milwaukee Bucks,1972,NBA
444,division_3,Chicago Bulls,1972,NBA
445,division_3,Phoenix Suns,1972,NBA
446,division_3,Detroit Pistons,1972,NBA
447,division_4,Pacific Division,1972,NBA
448,division_4,Los Angeles Lakers,1972,NBA
449,division_4,Golden State Warriors,1972,NBA
450,division_4,Seattle SuperSonics,1972,NBA
451,division_4,Houston Rockets,1972,NBA
452,division_4,Portland Trail Blazers,1972,NBA
453,division_5,Atlantic Division,1972,NBA
454,division_5,Boston Celtics,1972,NBA
455,division_5,New York Knicks,1972,NBA
456,division_5,Philadelphia 76ers,1972,NBA
457,division_5,Buffalo Braves,1972,NBA
458,division_6,Central Division,1972,NBA
459,division_6,Baltimore Bullets,1972,NBA
460,division_6,Atlanta Hawks,1972,NBA
461,division_6,Cincinnati Royals,1972,NBA
462,division_6,Cleveland Cavaliers,1972,NBA
463,division_7,Midwest Division,1972,NBA
464,division_7,Milwaukee Bucks,1972,NBA
465,division_7,Chicago Bulls,1972,NBA
466,division_7,Phoenix Suns,1972,NBA
467,division_7,Detroit Pistons,1972,NBA
468,division_8,Pacific Division,1972,NBA
469,division_8,Los Angeles Lakers,1972,NBA
470,division_8,Golden State Warriors,1972,NBA
471,division_8,Seattle SuperSonics,1972,NBA
472,division_8,Houston Rockets,1972,NBA
473,division_8,Portland Trail Blazers,1972,NBA
474,division_1,Atlantic Division,1973,NBA
475,division_1,Boston Celtics,1973,NBA
476,division_1,New York Knicks,1973,NBA
477,division_1,Buffalo Braves,1973,NBA
478,division_1,Philadelphia 76ers,1973,NBA
479,division_2,Central Division,1973,NBA
480,division_2,Baltimore Bullets,1973,NBA
481,division_2,Atlanta Hawks,1973,NBA
482,division_2,Houston Rockets,1973,NBA
483,division_2,Cleveland Cavaliers,1973,NBA
484,division_3,Midwest Division,1973,NBA
485,division_3,Milwaukee Bucks,1973,NBA
486,division_3,Chicago Bulls,1973,NBA
487,division_3,Detroit Pistons,1973,NBA
488,division_3,Kansas City-Omaha Kings,1973,NBA
489,division_4,Pacific Division,1973,NBA
490,division_4,Los Angeles Lakers,1973,NBA
491,division_4,Golden State Warriors,1973,NBA
492,division_4,Phoenix Suns,1973,NBA
493,division_4,Seattle SuperSonics,1973,NBA
494,division_4,Portland Trail Blazers,1973,NBA
495,division_5,Atlantic Division,1973,NBA
496,division_5,Boston Celtics,1973,NBA
497,division_5,New York Knicks,1973,NBA
498,division_5,Buffalo Braves,1973,NBA
499,division_5,Philadelphia 76ers,1973,NBA
500,division_6,Central Division,1973,NBA
501,division_6,Baltimore Bullets,1973,NBA
502,division_6,Atlanta Hawks,1973,NBA
503,division_6,Houston Rockets,1973,NBA
504,division_6,Cleveland Cavaliers,1973,NBA
505,division_7,Midwest Division,1973,NBA
506,division_7,Milwaukee Bucks,1973,NBA
507,division_7,Chicago Bulls,1973,NBA
508,division_7,Detroit Pistons,1973,NBA
509,division_7,Kansas City-Omaha Kings,1973,NBA
510,division_8,Pacific Division,1973,NBA
511,division_8,Los Angeles Lakers,1973,NBA
512,division_8,Golden State Warriors,1973,NBA
513,division_8,Phoenix Suns,1973,NBA
514,division_8,Seattle SuperSonics,1973,NBA
515,division_8,Portland Trail Blazers,1973,NBA
516,division_1,Atlantic Division,1974,NBA
517,division_1,Boston Celtics,1974,NBA
518,division_1,New York Knicks,1974,NBA
519,division_1,Buffalo Braves,1974,NBA
520,division_1,Philadelphia 76ers,1974,NBA
521,division_2,Central Division,1974,NBA
522,division_2,Capital Bullets,1974,NBA
523,division_2,Atlanta Hawks,1974,NBA
524,division_2,Houston Rockets,1974,NBA
525,division_2,Cleveland Cavaliers,1974,NBA
526,division_3,Midwest Division,1974,NBA
527,division_3,Milwaukee Bucks,1974,NBA
528,division_3,Chicago Bulls,1974,NBA
529,division_3,Detroit Pistons,1974,NBA
530,division_3,Kansas City-Omaha Kings,1974,NBA
531,division_4,Pacific Division,1974,NBA
532,division_4,Los Angeles Lakers,1974,NBA
533,division_4,Golden State Warriors,1974,NBA
534,division_4,Seattle SuperSonics,1974,NBA
535,division_4,Phoenix Suns,1974,NBA
536,division_4,Portland Trail Blazers,1974,NBA
537,division_5,Atlantic Division,1974,NBA
538,division_5,Boston Celtics,1974,NBA
539,division_5,New York Knicks,1974,NBA
540,division_5,Buffalo Braves,1974,NBA
541,division_5,Philadelphia 76ers,1974,NBA
542,division_6,Central Division,1974,NBA
543,division_6,Capital Bullets,1974,NBA
544,division_6,Atlanta Hawks,1974,NBA
545,division_6,Houston Rockets,1974,NBA
546,division_6,Cleveland Cavaliers,1974,NBA
547,division_7,Midwest Division,1974,NBA
548,division_7,Milwaukee Bucks,1974,NBA
549,division_7,Chicago Bulls,1974,NBA
550,division_7,Detroit Pistons,1974,NBA
551,division_7,Kansas City-Omaha Kings,1974,NBA
552,division_8,Pacific Division,1974,NBA
553,division_8,Los Angeles Lakers,1974,NBA
554,division_8,Golden State Warriors,1974,NBA
555,division_8,Seattle SuperSonics,1974,NBA
556,division_8,Phoenix Suns,1974,NBA
557,division_8,Portland Trail Blazers,1974,NBA
558,division_1,Atlantic Division,1975,NBA
559,division_1,Boston Celtics,1975,NBA
560,division_1,Buffalo Braves,1975,NBA
561,division_1,New York Knicks,1975,NBA
562,division_1,Philadelphia 76ers,1975,NBA
563,division_2,Central Division,1975,NBA
564,division_2,Washington Bullets,1975,NBA
565,division_2,Houston Rockets,1975,NBA
566,division_2,Cleveland Cavaliers,1975,NBA
567,division_2,Atlanta Hawks,1975,NBA
568,division_2,New Orleans Jazz,1975,NBA
569,division_3,Midwest Division,1975,NBA
570,division_3,Chicago Bulls,1975,NBA
571,division_3,Kansas City-Omaha Kings,1975,NBA
572,division_3,Detroit Pistons,1975,NBA
573,division_3,Milwaukee Bucks,1975,NBA
574,division_4,Pacific Division,1975,NBA
575,division_4,Golden State Warriors,1975,NBA
576,division_4,Seattle SuperSonics,1975,NBA
577,division_4,Portland Trail Blazers,1975,NBA
578,division_4,Phoenix Suns,1975,NBA
579,division_4,Los Angeles Lakers,1975,NBA
580,division_5,Atlantic Division,1975,NBA
581,division_5,Boston Celtics,1975,NBA
582,division_5,Buffalo Braves,1975,NBA
583,division_5,New York Knicks,1975,NBA
584,division_5,Philadelphia 76ers,1975,NBA
585,division_6,Central Division,1975,NBA
586,division_6,Washington Bullets,1975,NBA
587,division_6,Houston Rockets,1975,NBA
588,division_6,Cleveland Cavaliers,1975,NBA
589,division_6,Atlanta Hawks,1975,NBA
590,division_6,New Orleans Jazz,1975,NBA
591,division_7,Midwest Division,1975,NBA
592,division_7,Chicago Bulls,1975,NBA
593,division_7,Kansas City-Omaha Kings,1975,NBA
594,division_7,Detroit Pistons,1975,NBA
595,division_7,Milwaukee Bucks,1975,NBA
596,division_8,Pacific Division,1975,NBA
597,division_8,Golden State Warriors,1975,NBA
598,division_8,Seattle SuperSonics,1975,NBA
599,division_8,Portland Trail Blazers,1975,NBA
600,division_8,Phoenix Suns,1975,NBA
601,division_8,Los Angeles Lakers,1975,NBA
602,division_1,Atlantic Division,1976,NBA
603,division_1,Boston Celtics,1976,NBA
604,division_1,Philadelphia 76ers,1976,NBA
605,division_1,Buffalo Braves,1976,NBA
606,division_1,New York Knicks,1976,NBA
607,division_2,Central Division,1976,NBA
608,division_2,Cleveland Cavaliers,1976,NBA
609,division_2,Washington Bullets,1976,NBA
610,division_2,Houston Rockets,1976,NBA
611,division_2,New Orleans Jazz,1976,NBA
612,division_2,Atlanta Hawks,1976,NBA
613,division_3,Midwest Division,1976,NBA
614,division_3,Milwaukee Bucks,1976,NBA
615,division_3,Detroit Pistons,1976,NBA
616,division_3,Kansas City Kings,1976,NBA
617,division_3,Chicago Bulls,1976,NBA
618,division_4,Pacific Division,1976,NBA
619,division_4,Golden State Warriors,1976,NBA
620,division_4,Seattle SuperSonics,1976,NBA
621,division_4,Phoenix Suns,1976,NBA
622,division_4,Los Angeles Lakers,1976,NBA
623,division_4,Portland Trail Blazers,1976,NBA
624,division_5,Atlantic Division,1976,NBA
625,division_5,Boston Celtics,1976,NBA
626,division_5,Philadelphia 76ers,1976,NBA
627,division_5,Buffalo Braves,1976,NBA
628,division_5,New York Knicks,1976,NBA
629,division_6,Central Division,1976,NBA
630,division_6,Cleveland Cavaliers,1976,NBA
631,division_6,Washington Bullets,1976,NBA
632,division_6,Houston Rockets,1976,NBA
633,division_6,New Orleans Jazz,1976,NBA
634,division_6,Atlanta Hawks,1976,NBA
