,Unnamed: 0,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes,Year,Month,Association,Start (ET)
927,17,2007-04-26,Houston Rockets,67,Utah Jazz,81,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2007,4,NBA,9:00p
928,18,2007-04-26,Phoenix Suns,89,Los Angeles Lakers,95,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2007,4,NBA,10:30p
929,19,2007-04-27,Toronto Raptors,89,New Jersey Nets,102,https://www.basketball-reference.com/boxscores/,,"17,147",Playoffs,2007,4,NBA,7:00p
930,20,2007-04-27,Chicago Bulls,104,Miami Heat,96,https://www.basketball-reference.com/boxscores/,,"20,280",Playoffs,2007,4,NBA,8:00p
931,21,2007-04-27,Dallas Mavericks,91,Golden State Warriors,109,https://www.basketball-reference.com/boxscores/,,"20,629",Playoffs,2007,4,NBA,10:30p
932,22,2007-04-28,Detroit Pistons,97,Orlando Magic,93,https://www.basketball-reference.com/boxscores/,,"17,451",Playoffs,2007,4,NBA,3:00p
933,23,2007-04-28,Cleveland Cavaliers,98,Washington Wizards,92,https://www.basketball-reference.com/boxscores/,,"20,173",Playoffs,2007,4,NBA,5:30p
934,24,2007-04-28,San Antonio Spurs,96,Denver Nuggets,91,https://www.basketball-reference.com/boxscores/,,"19,951",Playoffs,2007,4,NBA,8:00p
935,25,2007-04-28,Houston Rockets,85,Utah Jazz,98,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2007,4,NBA,10:30p
936,26,2007-04-29,Chicago Bulls,92,Miami Heat,79,https://www.basketball-reference.com/boxscores/,,"20,283",Playoffs,2007,4,NBA,1:00p
937,27,2007-04-29,Phoenix Suns,113,Los Angeles Lakers,100,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2007,4,NBA,3:30p
938,28,2007-04-29,Toronto Raptors,81,New Jersey Nets,102,https://www.basketball-reference.com/boxscores/,,"20,032",Playoffs,2007,4,NBA,7:30p
939,29,2007-04-29,Dallas Mavericks,99,Golden State Warriors,103,https://www.basketball-reference.com/boxscores/,,"20,672",Playoffs,2007,4,NBA,10:00p
940,30,2007-04-30,Cleveland Cavaliers,97,Washington Wizards,90,https://www.basketball-reference.com/boxscores/,,"20,173",Playoffs,2007,4,NBA,7:00p
941,31,2007-04-30,Utah Jazz,92,Houston Rockets,96,https://www.basketball-reference.com/boxscores/,,"18,314",Playoffs,2007,4,NBA,8:00p
942,32,2007-04-30,San Antonio Spurs,96,Denver Nuggets,89,https://www.basketball-reference.com/boxscores/,,"19,644",Playoffs,2007,4,NBA,10:30p
943,33,2007-05-01,New Jersey Nets,96,Toronto Raptors,98,https://www.basketball-reference.com/boxscores/,,"20,511",Playoffs,2007,5,NBA,7:00p
944,34,2007-05-01,Golden State Warriors,112,Dallas Mavericks,118,https://www.basketball-reference.com/boxscores/,,"21,041",Playoffs,2007,5,NBA,9:30p
945,35,2007-05-02,Denver Nuggets,78,San Antonio Spurs,93,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2007,5,NBA,8:00p
946,36,2007-05-02,Los Angeles Lakers,110,Phoenix Suns,119,https://www.basketball-reference.com/boxscores/,,"18,422",Playoffs,2007,5,NBA,10:30p
947,37,2007-05-03,Houston Rockets,82,Utah Jazz,94,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2007,5,NBA,8:00p
948,38,2007-05-03,Dallas Mavericks,86,Golden State Warriors,111,https://www.basketball-reference.com/boxscores/,,"20,677",Playoffs,2007,5,NBA,10:30p
949,39,2007-05-04,Toronto Raptors,97,New Jersey Nets,98,https://www.basketball-reference.com/boxscores/,,"17,242",Playoffs,2007,5,NBA,8:00p
950,40,2007-05-05,Chicago Bulls,69,Detroit Pistons,95,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2007,5,NBA,7:00p
951,41,2007-05-05,Utah Jazz,103,Houston Rockets,99,https://www.basketball-reference.com/boxscores/,,"18,307",Playoffs,2007,5,NBA,9:30p
952,42,2007-05-06,New Jersey Nets,77,Cleveland Cavaliers,81,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2007,5,NBA,1:00p
953,43,2007-05-06,San Antonio Spurs,111,Phoenix Suns,106,https://www.basketball-reference.com/boxscores/,,"18,422",Playoffs,2007,5,NBA,3:30p
954,44,2007-05-07,Chicago Bulls,87,Detroit Pistons,108,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2007,5,NBA,8:00p
955,45,2007-05-07,Golden State Warriors,112,Utah Jazz,116,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2007,5,NBA,10:30p
956,46,2007-05-08,New Jersey Nets,92,Cleveland Cavaliers,102,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2007,5,NBA,8:00p
957,47,2007-05-08,San Antonio Spurs,81,Phoenix Suns,101,https://www.basketball-reference.com/boxscores/,,"18,422",Playoffs,2007,5,NBA,10:30p
958,48,2007-05-09,Golden State Warriors,117,Utah Jazz,127,https://www.basketball-reference.com/boxscores/,OT,"19,911",Playoffs,2007,5,NBA,9:00p
959,49,2007-05-10,Detroit Pistons,81,Chicago Bulls,74,https://www.basketball-reference.com/boxscores/,,"23,462",Playoffs,2007,5,NBA,9:00p
960,50,2007-05-11,Utah Jazz,105,Golden State Warriors,125,https://www.basketball-reference.com/boxscores/,,"20,655",Playoffs,2007,5,NBA,9:00p
961,51,2007-05-12,Cleveland Cavaliers,85,New Jersey Nets,96,https://www.basketball-reference.com/boxscores/,,"20,032",Playoffs,2007,5,NBA,5:00p
962,52,2007-05-12,Phoenix Suns,101,San Antonio Spurs,108,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2007,5,NBA,8:00p
963,53,2007-05-13,Detroit Pistons,87,Chicago Bulls,102,https://www.basketball-reference.com/boxscores/,,"23,099",Playoffs,2007,5,NBA,3:30p
964,54,2007-05-13,Utah Jazz,115,Golden State Warriors,101,https://www.basketball-reference.com/boxscores/,,"20,679",Playoffs,2007,5,NBA,9:00p
965,55,2007-05-14,Cleveland Cavaliers,87,New Jersey Nets,85,https://www.basketball-reference.com/boxscores/,,"20,032",Playoffs,2007,5,NBA,7:00p
966,56,2007-05-14,Phoenix Suns,104,San Antonio Spurs,98,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2007,5,NBA,9:30p
967,57,2007-05-15,Chicago Bulls,108,Detroit Pistons,92,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2007,5,NBA,8:00p
968,58,2007-05-15,Golden State Warriors,87,Utah Jazz,100,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2007,5,NBA,10:30p
969,59,2007-05-16,New Jersey Nets,83,Cleveland Cavaliers,72,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2007,5,NBA,8:00p
970,60,2007-05-16,San Antonio Spurs,88,Phoenix Suns,85,https://www.basketball-reference.com/boxscores/,,"18,422",Playoffs,2007,5,NBA,10:30p
971,61,2007-05-17,Detroit Pistons,95,Chicago Bulls,85,https://www.basketball-reference.com/boxscores/,,"23,030",Playoffs,2007,5,NBA,8:00p
972,62,2007-05-18,Cleveland Cavaliers,88,New Jersey Nets,72,https://www.basketball-reference.com/boxscores/,,"20,032",Playoffs,2007,5,NBA,7:00p
973,63,2007-05-18,Phoenix Suns,106,San Antonio Spurs,114,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2007,5,NBA,10:30p
974,64,2007-05-20,Utah Jazz,100,San Antonio Spurs,108,https://www.basketball-reference.com/boxscores/,,"18,300",Playoffs,2007,5,NBA,3:30p
975,65,2007-05-21,Cleveland Cavaliers,76,Detroit Pistons,79,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2007,5,NBA,8:00p
976,66,2007-05-22,Utah Jazz,96,San Antonio Spurs,105,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2007,5,NBA,9:00p
977,67,2007-05-24,Cleveland Cavaliers,76,Detroit Pistons,79,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2007,5,NBA,8:00p
978,68,2007-05-26,San Antonio Spurs,83,Utah Jazz,109,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2007,5,NBA,8:30p
979,69,2007-05-27,Detroit Pistons,82,Cleveland Cavaliers,88,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2007,5,NBA,8:30p
980,70,2007-05-28,San Antonio Spurs,91,Utah Jazz,79,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2007,5,NBA,9:00p
981,71,2007-05-29,Detroit Pistons,87,Cleveland Cavaliers,91,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2007,5,NBA,8:00p
982,72,2007-05-30,Utah Jazz,84,San Antonio Spurs,109,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2007,5,NBA,9:00p
983,73,2007-05-31,Cleveland Cavaliers,109,Detroit Pistons,107,https://www.basketball-reference.com/boxscores/,2OT,"22,076",Playoffs,2007,5,NBA,8:00p
984,74,2007-06-02,Detroit Pistons,82,Cleveland Cavaliers,98,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2007,6,NBA,8:30p
985,75,2007-06-07,Cleveland Cavaliers,76,San Antonio Spurs,85,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2007,6,NBA,9:00p
986,76,2007-06-10,Cleveland Cavaliers,92,San Antonio Spurs,103,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2007,6,NBA,9:00p
987,77,2007-06-12,San Antonio Spurs,75,Cleveland Cavaliers,72,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2007,6,NBA,9:00p
988,78,2007-06-14,San Antonio Spurs,83,Cleveland Cavaliers,82,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2007,6,NBA,9:00p
989,0,2008-04-19,Washington Wizards,86,Cleveland Cavaliers,93,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2008,4,NBA,12:30p
990,1,2008-04-19,Phoenix Suns,115,San Antonio Spurs,117,https://www.basketball-reference.com/boxscores/,2OT,"18,797",Playoffs,2008,4,NBA,3:00p
991,2,2008-04-19,Dallas Mavericks,92,New Orleans Hornets,104,https://www.basketball-reference.com/boxscores/,,"17,446",Playoffs,2008,4,NBA,7:00p
992,3,2008-04-19,Utah Jazz,93,Houston Rockets,82,https://www.basketball-reference.com/boxscores/,,"18,213",Playoffs,2008,4,NBA,9:30p
993,4,2008-04-20,Toronto Raptors,100,Orlando Magic,114,https://www.basketball-reference.com/boxscores/,,"17,519",Playoffs,2008,4,NBA,12:30p
994,5,2008-04-20,Denver Nuggets,114,Los Angeles Lakers,128,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2008,4,NBA,3:00p
995,6,2008-04-20,Philadelphia 76ers,90,Detroit Pistons,86,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2008,4,NBA,6:00p
996,7,2008-04-20,Atlanta Hawks,81,Boston Celtics,104,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2008,4,NBA,8:30p
997,8,2008-04-21,Washington Wizards,86,Cleveland Cavaliers,116,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2008,4,NBA,7:00p
998,9,2008-04-21,Utah Jazz,90,Houston Rockets,84,https://www.basketball-reference.com/boxscores/,,"18,158",Playoffs,2008,4,NBA,9:30p
999,10,2008-04-22,Dallas Mavericks,103,New Orleans Hornets,127,https://www.basketball-reference.com/boxscores/,,"17,855",Playoffs,2008,4,NBA,7:00p
1000,11,2008-04-22,Toronto Raptors,103,Orlando Magic,104,https://www.basketball-reference.com/boxscores/,,"17,519",Playoffs,2008,4,NBA,7:30p
1001,12,2008-04-22,Phoenix Suns,96,San Antonio Spurs,102,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2008,4,NBA,9:30p
1002,13,2008-04-23,Philadelphia 76ers,88,Detroit Pistons,105,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2008,4,NBA,7:30p
1003,14,2008-04-23,Atlanta Hawks,77,Boston Celtics,96,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2008,4,NBA,8:00p
1004,15,2008-04-23,Denver Nuggets,107,Los Angeles Lakers,122,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2008,4,NBA,10:30p
1005,16,2008-04-24,Orlando Magic,94,Toronto Raptors,108,https://www.basketball-reference.com/boxscores/,,"20,023",Playoffs,2008,4,NBA,7:30p
1006,17,2008-04-24,Cleveland Cavaliers,72,Washington Wizards,108,https://www.basketball-reference.com/boxscores/,,"20,173",Playoffs,2008,4,NBA,8:00p
1007,18,2008-04-24,Houston Rockets,94,Utah Jazz,92,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2008,4,NBA,10:30p
1008,19,2008-04-25,Detroit Pistons,75,Philadelphia 76ers,95,https://www.basketball-reference.com/boxscores/,,"18,805",Playoffs,2008,4,NBA,7:00p
1009,20,2008-04-25,New Orleans Hornets,87,Dallas Mavericks,97,https://www.basketball-reference.com/boxscores/,,"20,839",Playoffs,2008,4,NBA,8:00p
1010,21,2008-04-25,San Antonio Spurs,115,Phoenix Suns,99,https://www.basketball-reference.com/boxscores/,,"18,422",Playoffs,2008,4,NBA,10:30p
1011,22,2008-04-26,Orlando Magic,106,Toronto Raptors,94,https://www.basketball-reference.com/boxscores/,,"20,416",Playoffs,2008,4,NBA,3:00p
1012,23,2008-04-26,Los Angeles Lakers,102,Denver Nuggets,84,https://www.basketball-reference.com/boxscores/,,"19,602",Playoffs,2008,4,NBA,5:30p
1013,24,2008-04-26,Boston Celtics,93,Atlanta Hawks,102,https://www.basketball-reference.com/boxscores/,,"19,725",Playoffs,2008,4,NBA,8:00p
1014,25,2008-04-26,Houston Rockets,82,Utah Jazz,86,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2008,4,NBA,10:30p
1015,26,2008-04-27,Cleveland Cavaliers,100,Washington Wizards,97,https://www.basketball-reference.com/boxscores/,,"20,173",Playoffs,2008,4,NBA,1:00p
1016,27,2008-04-27,San Antonio Spurs,86,Phoenix Suns,105,https://www.basketball-reference.com/boxscores/,,"18,422",Playoffs,2008,4,NBA,4:30p
1017,28,2008-04-27,Detroit Pistons,93,Philadelphia 76ers,84,https://www.basketball-reference.com/boxscores/,,"18,347",Playoffs,2008,4,NBA,7:00p
1018,29,2008-04-27,New Orleans Hornets,97,Dallas Mavericks,84,https://www.basketball-reference.com/boxscores/,,"20,644",Playoffs,2008,4,NBA,9:30p
1019,30,2008-04-28,Toronto Raptors,92,Orlando Magic,102,https://www.basketball-reference.com/boxscores/,,"17,519",Playoffs,2008,4,NBA,7:30p
1020,31,2008-04-28,Boston Celtics,92,Atlanta Hawks,97,https://www.basketball-reference.com/boxscores/,,"20,016",Playoffs,2008,4,NBA,8:00p
1021,32,2008-04-28,Los Angeles Lakers,107,Denver Nuggets,101,https://www.basketball-reference.com/boxscores/,,"19,264",Playoffs,2008,4,NBA,10:30p
1022,33,2008-04-29,Philadelphia 76ers,81,Detroit Pistons,98,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2008,4,NBA,7:00p
1023,34,2008-04-29,Dallas Mavericks,94,New Orleans Hornets,99,https://www.basketball-reference.com/boxscores/,,"18,260",Playoffs,2008,4,NBA,7:00p
1024,35,2008-04-29,Utah Jazz,69,Houston Rockets,95,https://www.basketball-reference.com/boxscores/,,"18,269",Playoffs,2008,4,NBA,9:30p
1025,36,2008-04-29,Phoenix Suns,87,San Antonio Spurs,92,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2008,4,NBA,9:30p
1026,37,2008-04-30,Washington Wizards,88,Cleveland Cavaliers,87,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2008,4,NBA,6:00p
1027,38,2008-04-30,Atlanta Hawks,85,Boston Celtics,110,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2008,4,NBA,8:30p
1028,39,2008-05-01,Detroit Pistons,100,Philadelphia 76ers,77,https://www.basketball-reference.com/boxscores/,,"14,130",Playoffs,2008,5,NBA,8:00p
1029,40,2008-05-02,Cleveland Cavaliers,105,Washington Wizards,88,https://www.basketball-reference.com/boxscores/,,"20,173",Playoffs,2008,5,NBA,7:00p
1030,41,2008-05-02,Boston Celtics,100,Atlanta Hawks,103,https://www.basketball-reference.com/boxscores/,,"20,425",Playoffs,2008,5,NBA,8:00p
1031,42,2008-05-02,Houston Rockets,91,Utah Jazz,113,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2008,5,NBA,10:30p
1032,43,2008-05-03,Orlando Magic,72,Detroit Pistons,91,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2008,5,NBA,7:30p
1033,44,2008-05-03,San Antonio Spurs,82,New Orleans Hornets,101,https://www.basketball-reference.com/boxscores/,,"18,040",Playoffs,2008,5,NBA,10:00p
1034,45,2008-05-04,Atlanta Hawks,65,Boston Celtics,99,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2008,5,NBA,1:00p
1035,46,2008-05-04,Utah Jazz,98,Los Angeles Lakers,109,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2008,5,NBA,4:30p
1036,47,2008-05-05,Orlando Magic,93,Detroit Pistons,100,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2008,5,NBA,7:00p
1037,48,2008-05-05,San Antonio Spurs,84,New Orleans Hornets,102,https://www.basketball-reference.com/boxscores/,,"17,927",Playoffs,2008,5,NBA,9:30p
1038,49,2008-05-06,Cleveland Cavaliers,72,Boston Celtics,76,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2008,5,NBA,8:00p
1039,50,2008-05-07,Detroit Pistons,86,Orlando Magic,111,https://www.basketball-reference.com/boxscores/,,"17,519",Playoffs,2008,5,NBA,8:00p
1040,51,2008-05-07,Utah Jazz,110,Los Angeles Lakers,120,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2008,5,NBA,10:30p
1041,52,2008-05-08,Cleveland Cavaliers,73,Boston Celtics,89,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2008,5,NBA,7:00p
1042,53,2008-05-08,New Orleans Hornets,99,San Antonio Spurs,110,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2008,5,NBA,9:30p
1043,54,2008-05-09,Los Angeles Lakers,99,Utah Jazz,104,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2008,5,NBA,9:00p
1044,55,2008-05-10,Detroit Pistons,90,Orlando Magic,89,https://www.basketball-reference.com/boxscores/,,"17,519",Playoffs,2008,5,NBA,5:00p
1045,56,2008-05-10,Boston Celtics,84,Cleveland Cavaliers,108,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2008,5,NBA,8:00p
1046,57,2008-05-11,Los Angeles Lakers,115,Utah Jazz,123,https://www.basketball-reference.com/boxscores/,OT,"19,911",Playoffs,2008,5,NBA,3:30p
1047,58,2008-05-11,New Orleans Hornets,80,San Antonio Spurs,100,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2008,5,NBA,8:00p
1048,59,2008-05-12,Boston Celtics,77,Cleveland Cavaliers,88,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2008,5,NBA,8:00p
1049,60,2008-05-13,Orlando Magic,86,Detroit Pistons,91,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2008,5,NBA,7:00p
1050,61,2008-05-13,San Antonio Spurs,79,New Orleans Hornets,101,https://www.basketball-reference.com/boxscores/,,"18,246",Playoffs,2008,5,NBA,9:30p
1051,62,2008-05-14,Cleveland Cavaliers,89,Boston Celtics,96,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2008,5,NBA,8:00p
1052,63,2008-05-14,Utah Jazz,104,Los Angeles Lakers,111,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2008,5,NBA,10:30p
1053,64,2008-05-15,New Orleans Hornets,80,San Antonio Spurs,99,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2008,5,NBA,9:00p
1054,65,2008-05-16,Boston Celtics,69,Cleveland Cavaliers,74,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2008,5,NBA,8:00p
1055,66,2008-05-16,Los Angeles Lakers,108,Utah Jazz,105,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2008,5,NBA,10:30p
1056,67,2008-05-18,Cleveland Cavaliers,92,Boston Celtics,97,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2008,5,NBA,3:30p
1057,68,2008-05-19,San Antonio Spurs,91,New Orleans Hornets,82,https://www.basketball-reference.com/boxscores/,,"18,235",Playoffs,2008,5,NBA,8:30p
1058,69,2008-05-20,Detroit Pistons,79,Boston Celtics,88,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2008,5,NBA,8:30p
1059,70,2008-05-21,San Antonio Spurs,85,Los Angeles Lakers,89,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2008,5,NBA,9:00p
1060,71,2008-05-22,Detroit Pistons,103,Boston Celtics,97,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2008,5,NBA,8:30p
1061,72,2008-05-23,San Antonio Spurs,71,Los Angeles Lakers,101,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2008,5,NBA,9:00p
1062,73,2008-05-24,Boston Celtics,94,Detroit Pistons,80,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2008,5,NBA,8:30p
1063,74,2008-05-25,Los Angeles Lakers,84,San Antonio Spurs,103,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2008,5,NBA,8:30p
1064,75,2008-05-26,Boston Celtics,75,Detroit Pistons,94,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2008,5,NBA,8:30p
1065,76,2008-05-27,Los Angeles Lakers,93,San Antonio Spurs,91,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2008,5,NBA,9:00p
1066,77,2008-05-28,Detroit Pistons,102,Boston Celtics,106,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2008,5,NBA,8:30p
1067,78,2008-05-29,San Antonio Spurs,92,Los Angeles Lakers,100,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2008,5,NBA,9:00p
1068,79,2008-05-30,Boston Celtics,89,Detroit Pistons,81,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2008,5,NBA,8:30p
1069,80,2008-06-05,Los Angeles Lakers,88,Boston Celtics,98,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2008,6,NBA,9:00p
1070,81,2008-06-08,Los Angeles Lakers,102,Boston Celtics,108,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2008,6,NBA,9:00p
1071,82,2008-06-10,Boston Celtics,81,Los Angeles Lakers,87,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2008,6,NBA,9:00p
1072,83,2008-06-12,Boston Celtics,97,Los Angeles Lakers,91,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2008,6,NBA,9:00p
1073,84,2008-06-15,Boston Celtics,98,Los Angeles Lakers,103,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2008,6,NBA,9:00p
1074,85,2008-06-17,Los Angeles Lakers,92,Boston Celtics,131,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2008,6,NBA,9:00p
1075,0,2009-04-18,Chicago Bulls,105,Boston Celtics,103,https://www.basketball-reference.com/boxscores/,OT,"18,624",Playoffs,2009,4,NBA,12:30p
1076,1,2009-04-18,Detroit Pistons,84,Cleveland Cavaliers,102,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2009,4,NBA,3:00p
1077,2,2009-04-18,Dallas Mavericks,105,San Antonio Spurs,97,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2009,4,NBA,8:00p
1078,3,2009-04-18,Houston Rockets,108,Portland Trail Blazers,81,https://www.basketball-reference.com/boxscores/,,"20,329",Playoffs,2009,4,NBA,10:30p
1079,4,2009-04-19,Utah Jazz,100,Los Angeles Lakers,113,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2009,4,NBA,3:00p
1080,5,2009-04-19,Philadelphia 76ers,100,Orlando Magic,98,https://www.basketball-reference.com/boxscores/,,"17,461",Playoffs,2009,4,NBA,5:30p
1081,6,2009-04-19,Miami Heat,64,Atlanta Hawks,90,https://www.basketball-reference.com/boxscores/,,"18,851",Playoffs,2009,4,NBA,8:00p
1082,7,2009-04-19,New Orleans Hornets,84,Denver Nuggets,113,https://www.basketball-reference.com/boxscores/,,"19,536",Playoffs,2009,4,NBA,10:30p
1083,8,2009-04-20,Chicago Bulls,115,Boston Celtics,118,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2009,4,NBA,7:00p
1084,9,2009-04-20,Dallas Mavericks,84,San Antonio Spurs,105,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2009,4,NBA,9:30p
1085,10,2009-04-21,Detroit Pistons,82,Cleveland Cavaliers,94,https://www.basketball-reference.com/boxscores/,,"20,562",Playoffs,2009,4,NBA,8:00p
1086,11,2009-04-21,Houston Rockets,103,Portland Trail Blazers,107,https://www.basketball-reference.com/boxscores/,,"20,408",Playoffs,2009,4,NBA,10:00p
1087,12,2009-04-21,Utah Jazz,109,Los Angeles Lakers,119,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2009,4,NBA,10:30p
1088,13,2009-04-22,Philadelphia 76ers,87,Orlando Magic,96,https://www.basketball-reference.com/boxscores/,,"17,461",Playoffs,2009,4,NBA,7:00p
1089,14,2009-04-22,Miami Heat,108,Atlanta Hawks,93,https://www.basketball-reference.com/boxscores/,,"19,146",Playoffs,2009,4,NBA,8:00p
1090,15,2009-04-22,New Orleans Hornets,93,Denver Nuggets,108,https://www.basketball-reference.com/boxscores/,,"19,623",Playoffs,2009,4,NBA,10:30p
1091,16,2009-04-23,Boston Celtics,107,Chicago Bulls,86,https://www.basketball-reference.com/boxscores/,,"23,072",Playoffs,2009,4,NBA,8:00p
1092,17,2009-04-23,San Antonio Spurs,67,Dallas Mavericks,88,https://www.basketball-reference.com/boxscores/,,"20,491",Playoffs,2009,4,NBA,8:30p
1093,18,2009-04-23,Los Angeles Lakers,86,Utah Jazz,88,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2009,4,NBA,10:30p
1094,19,2009-04-24,Cleveland Cavaliers,79,Detroit Pistons,68,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2009,4,NBA,7:00p
1095,20,2009-04-24,Orlando Magic,94,Philadelphia 76ers,96,https://www.basketball-reference.com/boxscores/,,"16,492",Playoffs,2009,4,NBA,8:00p
1096,21,2009-04-24,Portland Trail Blazers,83,Houston Rockets,86,https://www.basketball-reference.com/boxscores/,,"18,371",Playoffs,2009,4,NBA,9:30p
1097,22,2009-04-25,Denver Nuggets,93,New Orleans Hornets,95,https://www.basketball-reference.com/boxscores/,,"17,489",Playoffs,2009,4,NBA,1:00p
1098,23,2009-04-25,San Antonio Spurs,90,Dallas Mavericks,99,https://www.basketball-reference.com/boxscores/,,"20,829",Playoffs,2009,4,NBA,4:00p
1099,24,2009-04-25,Atlanta Hawks,78,Miami Heat,107,https://www.basketball-reference.com/boxscores/,,"19,600",Playoffs,2009,4,NBA,6:30p
1100,25,2009-04-25,Los Angeles Lakers,108,Utah Jazz,94,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2009,4,NBA,9:00p
1101,26,2009-04-26,Boston Celtics,118,Chicago Bulls,121,https://www.basketball-reference.com/boxscores/,2OT,"23,067",Playoffs,2009,4,NBA,1:00p
