,Unnamed: 0,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes,Year,Month,Association,Start (ET)
543,47,2002-05-12,New Jersey Nets,89,Charlotte Hornets,79,https://www.basketball-reference.com/boxscores/,,"13,864",Playoffs,2002,5,NBA,12:30p
544,48,2002-05-12,Detroit Pistons,79,Boston Celtics,90,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2002,5,NBA,3:00p
545,49,2002-05-12,Los Angeles Lakers,87,San Antonio Spurs,85,https://www.basketball-reference.com/boxscores/,,"32,342",Playoffs,2002,5,NBA,5:30p
546,50,2002-05-13,Dallas Mavericks,101,Sacramento Kings,114,https://www.basketball-reference.com/boxscores/,,"17,317",Playoffs,2002,5,NBA,9:00p
547,51,2002-05-14,Boston Celtics,90,Detroit Pistons,81,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2002,5,NBA,8:00p
548,52,2002-05-14,San Antonio Spurs,87,Los Angeles Lakers,93,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2002,5,NBA,10:30p
549,53,2002-05-15,Charlotte Hornets,95,New Jersey Nets,103,https://www.basketball-reference.com/boxscores/,,"20,049",Playoffs,2002,5,NBA,8:00p
550,54,2002-05-18,Los Angeles Lakers,106,Sacramento Kings,99,https://www.basketball-reference.com/boxscores/,,"17,317",Playoffs,2002,5,NBA,6:30p
551,55,2002-05-19,Boston Celtics,97,New Jersey Nets,104,https://www.basketball-reference.com/boxscores/,,"20,049",Playoffs,2002,5,NBA,5:30p
552,56,2002-05-20,Los Angeles Lakers,90,Sacramento Kings,96,https://www.basketball-reference.com/boxscores/,,"17,317",Playoffs,2002,5,NBA,9:30p
553,57,2002-05-21,Boston Celtics,93,New Jersey Nets,86,https://www.basketball-reference.com/boxscores/,,"19,850",Playoffs,2002,5,NBA,8:30p
554,58,2002-05-24,Sacramento Kings,103,Los Angeles Lakers,90,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2002,5,NBA,9:00p
555,59,2002-05-25,New Jersey Nets,90,Boston Celtics,94,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2002,5,NBA,5:30p
556,60,2002-05-26,Sacramento Kings,99,Los Angeles Lakers,100,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2002,5,NBA,5:30p
557,61,2002-05-27,New Jersey Nets,94,Boston Celtics,92,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2002,5,NBA,5:30p
558,62,2002-05-28,Los Angeles Lakers,91,Sacramento Kings,92,https://www.basketball-reference.com/boxscores/,,"17,317",Playoffs,2002,5,NBA,9:00p
559,63,2002-05-29,Boston Celtics,92,New Jersey Nets,103,https://www.basketball-reference.com/boxscores/,,"19,850",Playoffs,2002,5,NBA,9:00p
560,64,2002-05-31,New Jersey Nets,96,Boston Celtics,88,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2002,5,NBA,7:00p
561,65,2002-05-31,Sacramento Kings,102,Los Angeles Lakers,106,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2002,5,NBA,9:30p
562,66,2002-06-02,Los Angeles Lakers,112,Sacramento Kings,106,https://www.basketball-reference.com/boxscores/,OT,"17,317",Playoffs,2002,6,NBA,7:30p
563,67,2002-06-05,New Jersey Nets,94,Los Angeles Lakers,99,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2002,6,NBA,9:00p
564,68,2002-06-07,New Jersey Nets,83,Los Angeles Lakers,106,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2002,6,NBA,9:00p
565,69,2002-06-09,Los Angeles Lakers,106,New Jersey Nets,103,https://www.basketball-reference.com/boxscores/,,"19,215",Playoffs,2002,6,NBA,8:30p
566,70,2002-06-12,Los Angeles Lakers,113,New Jersey Nets,107,https://www.basketball-reference.com/boxscores/,,"19,296",Playoffs,2002,6,NBA,9:00p
567,0,2003-04-19,Milwaukee Bucks,96,New Jersey Nets,109,https://www.basketball-reference.com/boxscores/,,"16,102",Playoffs,2003,4,NBA,12:30p
568,1,2003-04-19,Boston Celtics,103,Indiana Pacers,100,https://www.basketball-reference.com/boxscores/,,"16,380",Playoffs,2003,4,NBA,3:00p
569,2,2003-04-19,Phoenix Suns,96,San Antonio Spurs,95,https://www.basketball-reference.com/boxscores/,OT,"19,217",Playoffs,2003,4,NBA,5:30p
570,3,2003-04-19,Portland Trail Blazers,86,Dallas Mavericks,96,https://www.basketball-reference.com/boxscores/,,"20,336",Playoffs,2003,4,NBA,8:00p
571,4,2003-04-19,Utah Jazz,90,Sacramento Kings,96,https://www.basketball-reference.com/boxscores/,,"17,317",Playoffs,2003,4,NBA,10:30p
572,5,2003-04-20,Orlando Magic,99,Detroit Pistons,94,https://www.basketball-reference.com/boxscores/,,"21,261",Playoffs,2003,4,NBA,12:30p
573,6,2003-04-20,Los Angeles Lakers,117,Minnesota Timberwolves,98,https://www.basketball-reference.com/boxscores/,,"17,097",Playoffs,2003,4,NBA,3:30p
574,7,2003-04-20,New Orleans Hornets,90,Philadelphia 76ers,98,https://www.basketball-reference.com/boxscores/,,"19,711",Playoffs,2003,4,NBA,8:00p
575,8,2003-04-21,Phoenix Suns,76,San Antonio Spurs,84,https://www.basketball-reference.com/boxscores/,,"19,217",Playoffs,2003,4,NBA,8:00p
576,9,2003-04-21,Boston Celtics,77,Indiana Pacers,89,https://www.basketball-reference.com/boxscores/,,"15,881",Playoffs,2003,4,NBA,8:30p
577,10,2003-04-21,Utah Jazz,95,Sacramento Kings,108,https://www.basketball-reference.com/boxscores/,,"17,317",Playoffs,2003,4,NBA,10:30p
578,11,2003-04-22,Milwaukee Bucks,88,New Jersey Nets,85,https://www.basketball-reference.com/boxscores/,,"17,633",Playoffs,2003,4,NBA,7:00p
579,12,2003-04-22,Los Angeles Lakers,91,Minnesota Timberwolves,119,https://www.basketball-reference.com/boxscores/,,"17,132",Playoffs,2003,4,NBA,9:30p
580,13,2003-04-23,New Orleans Hornets,85,Philadelphia 76ers,90,https://www.basketball-reference.com/boxscores/,,"20,229",Playoffs,2003,4,NBA,7:00p
581,14,2003-04-23,Orlando Magic,77,Detroit Pistons,89,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2003,4,NBA,8:00p
582,15,2003-04-23,Portland Trail Blazers,99,Dallas Mavericks,103,https://www.basketball-reference.com/boxscores/,,"20,356",Playoffs,2003,4,NBA,9:30p
583,16,2003-04-24,Indiana Pacers,83,Boston Celtics,101,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2003,4,NBA,6:00p
584,17,2003-04-24,New Jersey Nets,103,Milwaukee Bucks,101,https://www.basketball-reference.com/boxscores/,,"17,539",Playoffs,2003,4,NBA,8:30p
585,18,2003-04-24,Minnesota Timberwolves,114,Los Angeles Lakers,110,https://www.basketball-reference.com/boxscores/,OT,"18,997",Playoffs,2003,4,NBA,11:00p
586,19,2003-04-25,Detroit Pistons,80,Orlando Magic,89,https://www.basketball-reference.com/boxscores/,,"17,283",Playoffs,2003,4,NBA,8:00p
587,20,2003-04-25,San Antonio Spurs,99,Phoenix Suns,86,https://www.basketball-reference.com/boxscores/,,"19,023",Playoffs,2003,4,NBA,10:00p
588,21,2003-04-25,Dallas Mavericks,115,Portland Trail Blazers,103,https://www.basketball-reference.com/boxscores/,,"19,980",Playoffs,2003,4,NBA,10:30p
589,22,2003-04-26,New Jersey Nets,114,Milwaukee Bucks,119,https://www.basketball-reference.com/boxscores/,OT,"18,391",Playoffs,2003,4,NBA,5:00p
590,23,2003-04-26,Philadelphia 76ers,85,New Orleans Hornets,99,https://www.basketball-reference.com/boxscores/,,"17,320",Playoffs,2003,4,NBA,7:30p
591,24,2003-04-26,Sacramento Kings,104,Utah Jazz,107,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2003,4,NBA,10:00p
592,25,2003-04-27,Indiana Pacers,92,Boston Celtics,102,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2003,4,NBA,12:00p
593,26,2003-04-27,Minnesota Timberwolves,97,Los Angeles Lakers,102,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2003,4,NBA,3:00p
594,27,2003-04-27,Detroit Pistons,92,Orlando Magic,100,https://www.basketball-reference.com/boxscores/,,"17,283",Playoffs,2003,4,NBA,5:30p
595,28,2003-04-27,Dallas Mavericks,79,Portland Trail Blazers,98,https://www.basketball-reference.com/boxscores/,,"19,980",Playoffs,2003,4,NBA,8:00p
596,29,2003-04-27,San Antonio Spurs,84,Phoenix Suns,86,https://www.basketball-reference.com/boxscores/,,"18,756",Playoffs,2003,4,NBA,10:30p
597,30,2003-04-28,Philadelphia 76ers,96,New Orleans Hornets,87,https://www.basketball-reference.com/boxscores/,,"16,243",Playoffs,2003,4,NBA,8:00p
598,31,2003-04-28,Sacramento Kings,99,Utah Jazz,82,https://www.basketball-reference.com/boxscores/,,"19,911",Playoffs,2003,4,NBA,10:30p
599,32,2003-04-29,Phoenix Suns,82,San Antonio Spurs,94,https://www.basketball-reference.com/boxscores/,,"19,217",Playoffs,2003,4,NBA,7:00p
600,33,2003-04-29,Milwaukee Bucks,82,New Jersey Nets,89,https://www.basketball-reference.com/boxscores/,,"16,601",Playoffs,2003,4,NBA,7:00p
601,34,2003-04-29,Los Angeles Lakers,120,Minnesota Timberwolves,90,https://www.basketball-reference.com/boxscores/,,"20,098",Playoffs,2003,4,NBA,9:30p
602,35,2003-04-29,Boston Celtics,88,Indiana Pacers,93,https://www.basketball-reference.com/boxscores/,OT,"15,326",Playoffs,2003,4,NBA,9:30p
603,36,2003-04-30,New Orleans Hornets,93,Philadelphia 76ers,91,https://www.basketball-reference.com/boxscores/,,"19,403",Playoffs,2003,4,NBA,6:00p
604,37,2003-04-30,Orlando Magic,67,Detroit Pistons,98,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2003,4,NBA,8:00p
605,38,2003-04-30,Portland Trail Blazers,103,Dallas Mavericks,99,https://www.basketball-reference.com/boxscores/,,"20,438",Playoffs,2003,4,NBA,8:30p
606,39,2003-04-30,Utah Jazz,91,Sacramento Kings,111,https://www.basketball-reference.com/boxscores/,,"17,317",Playoffs,2003,4,NBA,11:00p
607,40,2003-05-01,Indiana Pacers,90,Boston Celtics,110,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2003,5,NBA,7:00p
608,41,2003-05-01,New Jersey Nets,113,Milwaukee Bucks,101,https://www.basketball-reference.com/boxscores/,,"18,717",Playoffs,2003,5,NBA,8:00p
609,42,2003-05-01,San Antonio Spurs,87,Phoenix Suns,85,https://www.basketball-reference.com/boxscores/,,"18,913",Playoffs,2003,5,NBA,9:30p
610,43,2003-05-01,Minnesota Timberwolves,85,Los Angeles Lakers,101,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2003,5,NBA,10:30p
611,44,2003-05-02,Detroit Pistons,103,Orlando Magic,88,https://www.basketball-reference.com/boxscores/,,"16,909",Playoffs,2003,5,NBA,7:00p
612,45,2003-05-02,Philadelphia 76ers,107,New Orleans Hornets,103,https://www.basketball-reference.com/boxscores/,,"18,570",Playoffs,2003,5,NBA,9:30p
613,46,2003-05-02,Dallas Mavericks,103,Portland Trail Blazers,125,https://www.basketball-reference.com/boxscores/,,"20,602",Playoffs,2003,5,NBA,10:30p
614,47,2003-05-04,Orlando Magic,93,Detroit Pistons,108,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2003,5,NBA,12:30p
615,48,2003-05-04,Portland Trail Blazers,95,Dallas Mavericks,107,https://www.basketball-reference.com/boxscores/,,"20,281",Playoffs,2003,5,NBA,3:30p
616,49,2003-05-05,Boston Celtics,93,New Jersey Nets,97,https://www.basketball-reference.com/boxscores/,,"17,343",Playoffs,2003,5,NBA,7:00p
617,50,2003-05-05,Los Angeles Lakers,82,San Antonio Spurs,87,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2003,5,NBA,9:30p
618,51,2003-05-06,Philadelphia 76ers,87,Detroit Pistons,98,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2003,5,NBA,8:00p
619,52,2003-05-06,Sacramento Kings,124,Dallas Mavericks,113,https://www.basketball-reference.com/boxscores/,,"20,525",Playoffs,2003,5,NBA,9:00p
620,53,2003-05-07,Boston Celtics,95,New Jersey Nets,104,https://www.basketball-reference.com/boxscores/,,"19,934",Playoffs,2003,5,NBA,7:00p
621,54,2003-05-07,Los Angeles Lakers,95,San Antonio Spurs,114,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2003,5,NBA,9:30p
622,55,2003-05-08,Philadelphia 76ers,97,Detroit Pistons,104,https://www.basketball-reference.com/boxscores/,OT,"22,076",Playoffs,2003,5,NBA,7:00p
623,56,2003-05-08,Sacramento Kings,110,Dallas Mavericks,132,https://www.basketball-reference.com/boxscores/,,"20,491",Playoffs,2003,5,NBA,9:30p
624,57,2003-05-09,New Jersey Nets,94,Boston Celtics,76,https://www.basketball-reference.com/boxscores/,,"18,624",Playoffs,2003,5,NBA,8:00p
625,58,2003-05-09,San Antonio Spurs,95,Los Angeles Lakers,110,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2003,5,NBA,10:30p
626,59,2003-05-10,Detroit Pistons,83,Philadelphia 76ers,93,https://www.basketball-reference.com/boxscores/,,"20,743",Playoffs,2003,5,NBA,7:00p
627,60,2003-05-10,Dallas Mavericks,141,Sacramento Kings,137,https://www.basketball-reference.com/boxscores/,2OT,"17,317",Playoffs,2003,5,NBA,9:30p
628,61,2003-05-11,San Antonio Spurs,95,Los Angeles Lakers,99,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2003,5,NBA,3:30p
629,62,2003-05-11,Detroit Pistons,82,Philadelphia 76ers,95,https://www.basketball-reference.com/boxscores/,,"20,549",Playoffs,2003,5,NBA,8:00p
630,63,2003-05-11,Dallas Mavericks,83,Sacramento Kings,99,https://www.basketball-reference.com/boxscores/,,"17,317",Playoffs,2003,5,NBA,10:30p
631,64,2003-05-12,New Jersey Nets,110,Boston Celtics,101,https://www.basketball-reference.com/boxscores/,2OT,"18,624",Playoffs,2003,5,NBA,8:00p
632,65,2003-05-13,Sacramento Kings,93,Dallas Mavericks,112,https://www.basketball-reference.com/boxscores/,,"20,556",Playoffs,2003,5,NBA,7:00p
633,66,2003-05-13,Los Angeles Lakers,94,San Antonio Spurs,96,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2003,5,NBA,9:30p
634,67,2003-05-14,Philadelphia 76ers,77,Detroit Pistons,78,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2003,5,NBA,8:00p
635,68,2003-05-15,San Antonio Spurs,110,Los Angeles Lakers,82,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2003,5,NBA,8:00p
636,69,2003-05-15,Dallas Mavericks,109,Sacramento Kings,115,https://www.basketball-reference.com/boxscores/,,"17,317",Playoffs,2003,5,NBA,10:30p
637,70,2003-05-16,Detroit Pistons,93,Philadelphia 76ers,89,https://www.basketball-reference.com/boxscores/,OT,"20,888",Playoffs,2003,5,NBA,7:30p
638,71,2003-05-17,Sacramento Kings,99,Dallas Mavericks,112,https://www.basketball-reference.com/boxscores/,,"20,595",Playoffs,2003,5,NBA,8:00p
639,72,2003-05-18,New Jersey Nets,76,Detroit Pistons,74,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2003,5,NBA,1:30p
640,73,2003-05-19,Dallas Mavericks,113,San Antonio Spurs,110,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2003,5,NBA,9:30p
641,74,2003-05-20,New Jersey Nets,88,Detroit Pistons,86,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2003,5,NBA,8:00p
642,75,2003-05-21,Dallas Mavericks,106,San Antonio Spurs,119,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2003,5,NBA,8:30p
643,76,2003-05-22,Detroit Pistons,85,New Jersey Nets,97,https://www.basketball-reference.com/boxscores/,,"19,923",Playoffs,2003,5,NBA,8:30p
644,77,2003-05-23,San Antonio Spurs,96,Dallas Mavericks,83,https://www.basketball-reference.com/boxscores/,,"20,695",Playoffs,2003,5,NBA,9:00p
645,78,2003-05-24,Detroit Pistons,82,New Jersey Nets,102,https://www.basketball-reference.com/boxscores/,,"19,923",Playoffs,2003,5,NBA,8:00p
646,79,2003-05-25,San Antonio Spurs,102,Dallas Mavericks,95,https://www.basketball-reference.com/boxscores/,,"20,561",Playoffs,2003,5,NBA,8:30p
647,80,2003-05-27,Dallas Mavericks,103,San Antonio Spurs,91,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2003,5,NBA,9:00p
648,81,2003-05-29,San Antonio Spurs,90,Dallas Mavericks,78,https://www.basketball-reference.com/boxscores/,,"20,812",Playoffs,2003,5,NBA,9:00p
649,82,2003-06-04,New Jersey Nets,89,San Antonio Spurs,101,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2003,6,NBA,8:30p
650,83,2003-06-06,New Jersey Nets,87,San Antonio Spurs,85,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2003,6,NBA,8:30p
651,84,2003-06-08,San Antonio Spurs,84,New Jersey Nets,79,https://www.basketball-reference.com/boxscores/,,"19,280",Playoffs,2003,6,NBA,8:30p
652,85,2003-06-11,San Antonio Spurs,76,New Jersey Nets,77,https://www.basketball-reference.com/boxscores/,,"19,280",Playoffs,2003,6,NBA,8:30p
653,86,2003-06-13,San Antonio Spurs,93,New Jersey Nets,83,https://www.basketball-reference.com/boxscores/,,"19,280",Playoffs,2003,6,NBA,8:30p
654,87,2003-06-15,New Jersey Nets,77,San Antonio Spurs,88,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2003,6,NBA,8:30p
655,0,2004-04-17,Boston Celtics,88,Indiana Pacers,104,https://www.basketball-reference.com/boxscores/,,"16,605",Playoffs,2004,4,NBA,2:00p
656,1,2004-04-17,New York Knicks,83,New Jersey Nets,107,https://www.basketball-reference.com/boxscores/,,"18,206",Playoffs,2004,4,NBA,4:30p
657,2,2004-04-17,Memphis Grizzlies,74,San Antonio Spurs,98,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2004,4,NBA,8:00p
658,3,2004-04-17,Houston Rockets,71,Los Angeles Lakers,72,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2004,4,NBA,10:30p
659,4,2004-04-18,Milwaukee Bucks,82,Detroit Pistons,108,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2004,4,NBA,1:00p
660,5,2004-04-18,Dallas Mavericks,105,Sacramento Kings,116,https://www.basketball-reference.com/boxscores/,,"17,317",Playoffs,2004,4,NBA,3:30p
661,6,2004-04-18,New Orleans Hornets,79,Miami Heat,81,https://www.basketball-reference.com/boxscores/,,"20,102",Playoffs,2004,4,NBA,7:00p
662,7,2004-04-18,Denver Nuggets,92,Minnesota Timberwolves,106,https://www.basketball-reference.com/boxscores/,,"18,503",Playoffs,2004,4,NBA,9:30p
663,8,2004-04-19,Memphis Grizzlies,70,San Antonio Spurs,87,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2004,4,NBA,8:00p
664,9,2004-04-19,Houston Rockets,84,Los Angeles Lakers,98,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2004,4,NBA,10:30p
665,10,2004-04-20,New York Knicks,81,New Jersey Nets,99,https://www.basketball-reference.com/boxscores/,,"19,918",Playoffs,2004,4,NBA,8:00p
666,11,2004-04-20,Boston Celtics,90,Indiana Pacers,103,https://www.basketball-reference.com/boxscores/,,"17,347",Playoffs,2004,4,NBA,8:30p
667,12,2004-04-20,Dallas Mavericks,79,Sacramento Kings,83,https://www.basketball-reference.com/boxscores/,,"17,317",Playoffs,2004,4,NBA,10:30p
668,13,2004-04-21,Milwaukee Bucks,92,Detroit Pistons,88,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2004,4,NBA,7:00p
669,14,2004-04-21,New Orleans Hornets,63,Miami Heat,93,https://www.basketball-reference.com/boxscores/,,"20,189",Playoffs,2004,4,NBA,8:00p
670,15,2004-04-21,Denver Nuggets,81,Minnesota Timberwolves,95,https://www.basketball-reference.com/boxscores/,,"18,101",Playoffs,2004,4,NBA,9:30p
671,16,2004-04-22,New Jersey Nets,81,New York Knicks,78,https://www.basketball-reference.com/boxscores/,,"19,763",Playoffs,2004,4,NBA,7:00p
672,17,2004-04-22,San Antonio Spurs,95,Memphis Grizzlies,93,https://www.basketball-reference.com/boxscores/,,"19,351",Playoffs,2004,4,NBA,9:30p
673,18,2004-04-23,Indiana Pacers,108,Boston Celtics,85,https://www.basketball-reference.com/boxscores/,,"17,680",Playoffs,2004,4,NBA,7:00p
674,19,2004-04-23,Los Angeles Lakers,91,Houston Rockets,102,https://www.basketball-reference.com/boxscores/,,"18,226",Playoffs,2004,4,NBA,9:30p
675,20,2004-04-24,Miami Heat,71,New Orleans Hornets,77,https://www.basketball-reference.com/boxscores/,,"14,251",Playoffs,2004,4,NBA,1:00p
676,21,2004-04-24,Detroit Pistons,95,Milwaukee Bucks,85,https://www.basketball-reference.com/boxscores/,,"18,717",Playoffs,2004,4,NBA,3:30p
677,22,2004-04-24,Sacramento Kings,79,Dallas Mavericks,104,https://www.basketball-reference.com/boxscores/,,"20,580",Playoffs,2004,4,NBA,7:00p
678,23,2004-04-24,Minnesota Timberwolves,86,Denver Nuggets,107,https://www.basketball-reference.com/boxscores/,,"19,713",Playoffs,2004,4,NBA,9:30p
679,24,2004-04-25,Indiana Pacers,90,Boston Celtics,75,https://www.basketball-reference.com/boxscores/,,"16,389",Playoffs,2004,4,NBA,1:00p
680,25,2004-04-25,Los Angeles Lakers,92,Houston Rockets,88,https://www.basketball-reference.com/boxscores/,OT,"18,219",Playoffs,2004,4,NBA,3:30p
681,26,2004-04-25,New Jersey Nets,100,New York Knicks,94,https://www.basketball-reference.com/boxscores/,,"19,763",Playoffs,2004,4,NBA,7:00p
682,27,2004-04-25,San Antonio Spurs,110,Memphis Grizzlies,97,https://www.basketball-reference.com/boxscores/,,"19,351",Playoffs,2004,4,NBA,9:30p
683,28,2004-04-26,Detroit Pistons,109,Milwaukee Bucks,92,https://www.basketball-reference.com/boxscores/,,"17,316",Playoffs,2004,4,NBA,7:00p
684,29,2004-04-26,Sacramento Kings,94,Dallas Mavericks,92,https://www.basketball-reference.com/boxscores/,,"20,677",Playoffs,2004,4,NBA,9:30p
685,30,2004-04-27,Miami Heat,85,New Orleans Hornets,96,https://www.basketball-reference.com/boxscores/,,"16,009",Playoffs,2004,4,NBA,8:00p
686,31,2004-04-27,Minnesota Timberwolves,84,Denver Nuggets,82,https://www.basketball-reference.com/boxscores/,,"19,694",Playoffs,2004,4,NBA,10:30p
687,32,2004-04-28,Houston Rockets,78,Los Angeles Lakers,97,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2004,4,NBA,10:00p
688,33,2004-04-29,Milwaukee Bucks,77,Detroit Pistons,91,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2004,4,NBA,8:00p
689,34,2004-04-29,Dallas Mavericks,118,Sacramento Kings,119,https://www.basketball-reference.com/boxscores/,,"17,317",Playoffs,2004,4,NBA,10:30p
690,35,2004-04-30,New Orleans Hornets,83,Miami Heat,87,https://www.basketball-reference.com/boxscores/,,"20,147",Playoffs,2004,4,NBA,7:00p
691,36,2004-04-30,Denver Nuggets,91,Minnesota Timberwolves,102,https://www.basketball-reference.com/boxscores/,,"19,890",Playoffs,2004,4,NBA,9:30p
692,37,2004-05-02,Miami Heat,83,New Orleans Hornets,89,https://www.basketball-reference.com/boxscores/,,"17,297",Playoffs,2004,5,NBA,1:00p
693,38,2004-05-02,Los Angeles Lakers,78,San Antonio Spurs,88,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2004,5,NBA,3:30p
694,39,2004-05-03,New Jersey Nets,56,Detroit Pistons,78,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2004,5,NBA,8:00p
695,40,2004-05-04,New Orleans Hornets,77,Miami Heat,85,https://www.basketball-reference.com/boxscores/,,"20,286",Playoffs,2004,5,NBA,7:00p
696,41,2004-05-04,Sacramento Kings,104,Minnesota Timberwolves,98,https://www.basketball-reference.com/boxscores/,,"18,792",Playoffs,2004,5,NBA,9:30p
697,42,2004-05-05,Los Angeles Lakers,85,San Antonio Spurs,95,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2004,5,NBA,9:00p
698,43,2004-05-06,Miami Heat,81,Indiana Pacers,94,https://www.basketball-reference.com/boxscores/,,"18,345",Playoffs,2004,5,NBA,9:00p
699,44,2004-05-07,New Jersey Nets,80,Detroit Pistons,95,https://www.basketball-reference.com/boxscores/,,"22,076",Playoffs,2004,5,NBA,8:00p
700,45,2004-05-08,Miami Heat,80,Indiana Pacers,91,https://www.basketball-reference.com/boxscores/,,"18,345",Playoffs,2004,5,NBA,7:00p
701,46,2004-05-08,Sacramento Kings,89,Minnesota Timberwolves,94,https://www.basketball-reference.com/boxscores/,,"19,599",Playoffs,2004,5,NBA,9:30p
702,47,2004-05-09,San Antonio Spurs,81,Los Angeles Lakers,105,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2004,5,NBA,3:30p
703,48,2004-05-09,Detroit Pistons,64,New Jersey Nets,82,https://www.basketball-reference.com/boxscores/,,"19,000",Playoffs,2004,5,NBA,8:00p
704,49,2004-05-10,Indiana Pacers,87,Miami Heat,94,https://www.basketball-reference.com/boxscores/,,"20,115",Playoffs,2004,5,NBA,8:00p
705,50,2004-05-10,Minnesota Timberwolves,114,Sacramento Kings,113,https://www.basketball-reference.com/boxscores/,OT,"17,317",Playoffs,2004,5,NBA,10:30p
706,51,2004-05-11,Detroit Pistons,79,New Jersey Nets,94,https://www.basketball-reference.com/boxscores/,,"19,860",Playoffs,2004,5,NBA,8:00p
707,52,2004-05-11,San Antonio Spurs,90,Los Angeles Lakers,98,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2004,5,NBA,10:30p
708,53,2004-05-12,Indiana Pacers,88,Miami Heat,100,https://www.basketball-reference.com/boxscores/,,"20,128",Playoffs,2004,5,NBA,8:00p
709,54,2004-05-12,Minnesota Timberwolves,81,Sacramento Kings,87,https://www.basketball-reference.com/boxscores/,,"17,317",Playoffs,2004,5,NBA,10:30p
710,55,2004-05-13,Los Angeles Lakers,74,San Antonio Spurs,73,https://www.basketball-reference.com/boxscores/,,"18,797",Playoffs,2004,5,NBA,8:00p
711,56,2004-05-14,New Jersey Nets,127,Detroit Pistons,120,https://www.basketball-reference.com/boxscores/,3OT,"22,076",Playoffs,2004,5,NBA,7:00p
712,57,2004-05-14,Sacramento Kings,74,Minnesota Timberwolves,86,https://www.basketball-reference.com/boxscores/,,"19,818",Playoffs,2004,5,NBA,9:30p
713,58,2004-05-15,Miami Heat,83,Indiana Pacers,94,https://www.basketball-reference.com/boxscores/,,"18,345",Playoffs,2004,5,NBA,8:00p
714,59,2004-05-15,San Antonio Spurs,76,Los Angeles Lakers,88,https://www.basketball-reference.com/boxscores/,,"18,997",Playoffs,2004,5,NBA,10:30p
715,60,2004-05-16,Minnesota Timberwolves,87,Sacramento Kings,104,https://www.basketball-reference.com/boxscores/,,"17,317",Playoffs,2004,5,NBA,3:30p
716,61,2004-05-16,Detroit Pistons,81,New Jersey Nets,75,https://www.basketball-reference.com/boxscores/,,"19,968",Playoffs,2004,5,NBA,8:00p
717,62,2004-05-18,Indiana Pacers,73,Miami Heat,70,https://www.basketball-reference.com/boxscores/,,"20,136",Playoffs,2004,5,NBA,8:00p
